PROBE_ID	Symbol
ILMN_1803338	CCDC80
ILMN_1715662	CCDC80
ILMN_1669982	CCDC85A
ILMN_1720048	CCL2
ILMN_2098126	CCL5
ILMN_1773352	CCL5
ILMN_1772964	CCL8
ILMN_2374425	CCNE1
ILMN_2384785	CCNE1
ILMN_1795852	CCNE1
ILMN_2228732	CCNG2
ILMN_2261784	CCNY
ILMN_1773992	CCRL1
ILMN_1726589	CD248
ILMN_1803429	CD44
ILMN_2348788	CD44
ILMN_1724789	CD59
ILMN_2256765	CDC16
ILMN_2339796	CDC16
ILMN_2338323	CDC25B
ILMN_1764927	CDC42EP1
ILMN_1652777	CDC42EP2
ILMN_1736327	CDC42EP3
ILMN_1737184	CDCA7
ILMN_1672611	CDH11
ILMN_1779228	CDH2
ILMN_1766675	CDH6
ILMN_1730928	CDK5R1
ILMN_3307950	CDK5RAP3
ILMN_1802615	CDK6
ILMN_1784602	CDKN1A
ILMN_2196347	CDKN1B
ILMN_1722811	CDKN1B
ILMN_2376723	CDKN2B
ILMN_2234187	CDO1
ILMN_1693014	CEBPB
ILMN_1782050	CEBPD
ILMN_1734176	CGA
ILMN_2387090	CGGBP1
ILMN_1730229	CGNL1
ILMN_1741021	CH25H
ILMN_1658411	CHD4
ILMN_1762972	CHD9
ILMN_2395240	CHEK2
ILMN_1763265	CHMP1B
ILMN_1678493	CHN1
ILMN_1776337	CHORDC1
ILMN_1674661	CIRBP
ILMN_1663092	CITED2
ILMN_1754103	CLDN11
ILMN_1725338	CLDN23
ILMN_2142185	CLEC14A
ILMN_1796423	CLIC3
ILMN_2404085	CLIP1
ILMN_1789733	CLIP3
ILMN_1689400	CLK1
ILMN_1695853	CLK4
ILMN_1656248	CLMP
ILMN_1709634	CMBL
ILMN_1783621	CMPK2
ILMN_1710124	CMTM8
ILMN_1770290	CNN2
ILMN_1708486	CNN2
ILMN_1782439	CNN3
ILMN_2252408	CNPY4
ILMN_3232894	CNRIP1
ILMN_2182148	CNRIP1
ILMN_1692398	CNTNAP1
ILMN_1683065	COA5
ILMN_1761260	COBLL1
ILMN_1789507	COL11A1
ILMN_2392803	COL11A1
ILMN_1733756	COL12A1
ILMN_1684554	COL16A1
ILMN_1706505	COL5A1
ILMN_1729117	COL5A2
ILMN_1706643	COL6A3
ILMN_2307861	COL6A3
ILMN_1751161	COL7A1
ILMN_1685433	COL8A1
ILMN_2402392	COL8A1
ILMN_1677636	COMP
ILMN_1745954	CORO1C
ILMN_1654545	CPSF1
ILMN_1690170	CRABP2
ILMN_1841334	CREB1
ILMN_1751097	CREB3L2
ILMN_1731714	CREB5
ILMN_1694432	CRIP2
ILMN_2140700	CRIPAK
ILMN_1729216	CRYAB
ILMN_1762115	CRYZL1
ILMN_2119692	CSAD
ILMN_1806787	CSDC2
ILMN_1775432	CSMD2
ILMN_1706521	CSNK1G2
ILMN_1723843	CSNK2A2
ILMN_1666894	CSPG4
ILMN_1811921	CSRP1
ILMN_3250209	CTBP2
ILMN_1728163	CTDSP1
ILMN_1692962	CTDSP2
ILMN_2392189	CTDSPL
ILMN_2117508	CTHRC1
ILMN_2359742	CTSB
ILMN_1696360	CTSB
ILMN_1759766	CTXN1
ILMN_1676665	CUEDC1
ILMN_2385161	CUL4B
ILMN_1765044	CUTC
ILMN_1791759	CXCL10
ILMN_2067890	CXCL11
ILMN_1803825	CXCL12
ILMN_1791447	CXCL12
ILMN_1728478	CXCL16
ILMN_1798360	CXCR7
ILMN_3307729	CXXC5
ILMN_1745256	CXXC5
ILMN_1693338	CYP1B1
ILMN_2160727	CYTH3
ILMN_2206272	D2HGDH
ILMN_1752668	DAAM2
ILMN_2128428	DAB2
ILMN_1764228	DAB2
ILMN_2328094	DACT1
ILMN_1801068	DACT1
ILMN_1733851	DACT3
ILMN_1676191	DARS2
ILMN_1769926	DBN1
ILMN_1698307	DBNL
ILMN_1670000	DCAF6
ILMN_1811648	DCAKD
ILMN_1695604	DCBLD1
ILMN_2174127	DCBLD2
ILMN_1735499	DCBLD2
ILMN_2407434	DCLK2
ILMN_1719449	DCLK2
ILMN_1676984	DDIT3
ILMN_1661599	DDIT4
ILMN_2410523	DDR2
ILMN_1747303	DDX39A
ILMN_1727001	DDX46
ILMN_1797001	DDX58
ILMN_1795181	DDX60
ILMN_3243928	DDX60L
ILMN_1659029	DENND6B
ILMN_1756685	DEPTOR
ILMN_1698995	DES
ILMN_1752478	DHRS3
ILMN_3187771	DHRS4-AS1
ILMN_3261811	DHRS4-AS1
ILMN_1678422	DHX58
ILMN_1737650	DIO2
ILMN_1795822	DIS3L
ILMN_1736704	DIXDC1
ILMN_2375830	DIXDC1
ILMN_2174189	DKK1
ILMN_1773337	DKK1
ILMN_1698020	DLC1
ILMN_1736096	DLL3
ILMN_1672496	DNAJA1
ILMN_1776998	DNAJA4
ILMN_1775304	DNAJB1
ILMN_2222317	DNAJB4
ILMN_1773742	DNAJB9
ILMN_1702301	DOCK10
ILMN_1765860	DOCK11
ILMN_2180239	DOPEY2
ILMN_1672503	DPYSL2
ILMN_1679262	DPYSL3
ILMN_2112301	DRAP1
ILMN_1706498	DSE
ILMN_2167915	DSEL
ILMN_1655614	DSP
ILMN_2287157	DST
ILMN_1794294	DSTN
ILMN_1740861	DTWD1
ILMN_1776858	DUS4L
ILMN_2343310	DYNC2H1
ILMN_2374244	DYRK2
ILMN_1794588	DYRK2
ILMN_2051469	E2F1
ILMN_1778681	EBF1
ILMN_1761131	ECI2
ILMN_2329735	ECM1
ILMN_3251737	EEF1A1
ILMN_1789171	EEF2K
ILMN_1653203	EFEMP2
ILMN_1849494	EFR3B
ILMN_1798975	EGFR
ILMN_1762899	EGR1
ILMN_1803348	EHBP1
ILMN_1651832	EHD1
ILMN_1671473	EHD3
ILMN_1706502	EIF2AK2
ILMN_1665717	EIF2S3
ILMN_1685722	EIF4A2
ILMN_1655497	EIF4B
ILMN_1691559	ELF2
ILMN_1655930	ELL2
ILMN_1763091	ELMSAN1
ILMN_1737965	ELOVL4
ILMN_1794560	EMC6
ILMN_1697268	EMILIN2
ILMN_1729455	EML1
ILMN_1772644	EML3
ILMN_1718297	EML4
ILMN_1801616	EMP1
ILMN_2187746	EMX2
ILMN_1716552	ENAH
ILMN_2370296	ENAH
ILMN_1779147	ENC1
ILMN_1700888	ENPP1
ILMN_3244583	EPB41L4A-AS1
ILMN_1654609	EPB41L4A-AS1
ILMN_1675797	EPDR1
ILMN_1672022	EPHA4
ILMN_1651699	EPS8
ILMN_2388547	EPSTI1
ILMN_1773262	ESM1
ILMN_1761159	ESYT1
ILMN_2122103	ETS1
ILMN_1789596	ETV6
ILMN_1702973	EVA1A
ILMN_3271098	EVA1A
ILMN_3194638	EVA1A
ILMN_1730622	EVL
ILMN_1742866	F2R
ILMN_1728923	F2RL2
ILMN_2129572	F3
ILMN_1670134	FADS1
ILMN_1714418	FAM101B
ILMN_1788416	FAM108C1
ILMN_1810725	FAM129A
ILMN_1667966	FAM129A
ILMN_1661755	FAM129B
ILMN_2408576	FAM129B
ILMN_1658160	FAM156A
ILMN_3244110	FAM156B
ILMN_3231638	FAM160B1
ILMN_1752927	FAM160B1
ILMN_1749868	FAM171A1
ILMN_1654542	FAM172A
ILMN_1691946	FAM173B
ILMN_1712577	FAM174A
ILMN_1761941	FAM198B
ILMN_1708016	FAM210B
ILMN_1706015	FAM43A
ILMN_2153466	FAM50B
ILMN_1774259	FAM63B
ILMN_1726597	FAM65B
ILMN_3307791	FAM69A
ILMN_3250592	FAM86A
ILMN_1769532	FAM86B1
ILMN_1753482	FAM86C1
ILMN_3239168	FAM86C2P
ILMN_3236135	FAM86DP
ILMN_3239946	FAM86HP
ILMN_2285817	FAM89A
ILMN_2143250	FAR1
ILMN_1678353	FARP1
ILMN_1754795	FAT1
ILMN_3247578	FAT1
ILMN_1774602	FBLN2
ILMN_2390919	FBLN2
ILMN_1783182	FBN1
ILMN_1670899	FBN2
ILMN_2285112	FBXO11
ILMN_1701455	FBXO6
ILMN_1695290	FERMT2
ILMN_1764314	FGD1
ILMN_1723123	FGFR3
ILMN_1805842	FHL1
ILMN_1668411	FHL2
ILMN_2355831	FHL2
ILMN_1703558	FHL3
ILMN_1651776	FHOD1
ILMN_1738578	FILIP1L
ILMN_1730906	FILIP1L
ILMN_2391150	FILIP1L
ILMN_1753597	FKRP
ILMN_1771320	FLJ38717
ILMN_1664922	FLNB
ILMN_1715748	FLNC
ILMN_1769615	FLRT2
ILMN_1805796	FLYWCH2
ILMN_1764795	FMN2
ILMN_1675646	FN1
ILMN_1797342	FNBP1
ILMN_3253456	FNDC3B
ILMN_3178302	FNDC3B
ILMN_1669523	FOS
ILMN_1751607	FOSB
ILMN_1738401	FOXC1
ILMN_1704418	FOXD1
ILMN_1674934	FOXF2
ILMN_2106902	FOXN3
ILMN_1681703	FOXO3
ILMN_3307977	FOXO6
ILMN_1682495	FOXP1
ILMN_2250923	FOXP1
ILMN_1880280	FOXP1-IT1
ILMN_1678961	FRMD4A
ILMN_1769282	FRMD6
ILMN_2330787	FRMD6
ILMN_1808707	FSCN1
ILMN_1712896	FST
ILMN_1700081	FST
ILMN_1683146	FTH1
ILMN_1706013	FTH1P11
ILMN_1653711	FZD2
ILMN_1659297	FZD6
ILMN_1804351	FZD7
ILMN_1704398	FZD9
ILMN_1691846	G0S2
ILMN_2050109	GABARAP
ILMN_1660718	GABBR2
ILMN_2052208	GADD45A
ILMN_1694075	GADD45A
ILMN_1718977	GADD45B
ILMN_1792168	GALE
ILMN_1771026	GARS
ILMN_1772910	GAS1
ILMN_2062701	GAS1
ILMN_1779558	GAS6
ILMN_1784749	GAS6
ILMN_1701114	GBP1
ILMN_2148785	GBP1
ILMN_1782487	GBP1P1
ILMN_1771385	GBP4
ILMN_1800602	GCA
ILMN_1812759	GCH1
ILMN_1666545	GCNT1
ILMN_1709674	GFPT2
ILMN_1727087	GJA1
ILMN_1772261	GLG1
ILMN_1727577	GLI2
ILMN_1652631	GLIPR2
ILMN_2402600	GLIS3
ILMN_1669631	GLRB
ILMN_2188722	GLS
ILMN_1713290	GLT8D1
ILMN_1696127	GLTSCR1L
ILMN_1729487	GMPR
ILMN_2365595	GMPR2
ILMN_2216157	GNA12
ILMN_1807925	GNG2
ILMN_2388585	GOPC
ILMN_1701111	GPCPD1
ILMN_2107004	GPR1
ILMN_1655348	GPR1
ILMN_3242038	GPX8
ILMN_2065690	GRAMD3
ILMN_2124585	GREM1
ILMN_1752965	GREM1
ILMN_1678816	GREM2
ILMN_2388669	GRIA3
ILMN_1806601	GRSF1
ILMN_1807767	GSE1
ILMN_1771964	GSTA4
ILMN_2246548	GSTTP2
ILMN_1737857	GTF2B
ILMN_1757467	H1F0
ILMN_2106331	H3F3A
ILMN_2210519	HAPLN1
ILMN_2371700	HAUS7
ILMN_2121408	HBEGF
ILMN_1732705	HCFC1
ILMN_1757877	HCFC1R1
ILMN_1765621	HDGF
ILMN_1787509	HELZ2
ILMN_1729749	HERC5
ILMN_1654639	HERC6
ILMN_1653466	HES4
ILMN_1694268	HES6
ILMN_1682034	HEY2
ILMN_2379788	HIF1A
ILMN_1681283	HIF1A
ILMN_1763260	HIF1A
ILMN_1792689	HIST1H2AC
ILMN_2075334	HIST1H4C
ILMN_3242900	HIST2H2AA4
ILMN_1778401	HLA-B
ILMN_1765258	HLA-E
ILMN_1762861	HLA-F
ILMN_1726306	HMBS
ILMN_2211800	HMGB1P1
ILMN_1790881	HNMT
ILMN_2284744	HNMT
ILMN_1705984	HNMT
ILMN_1753279	HNRNPA0
ILMN_2220283	HNRNPA1P10
ILMN_2125675	HNRNPA1P33
ILMN_3273854	HNRNPA2B1
ILMN_3246409	HNRNPH1
ILMN_2101920	HNRNPH1
ILMN_1654920	HNRNPH3
ILMN_3270641	HNRNPH3
ILMN_2389582	HNRNPL
ILMN_3177285	HNRNPR
ILMN_1690268	HNRNPUL1
ILMN_1730572	HNRPDL
ILMN_1791575	HNRPLL
ILMN_1904054	HOTAIR
ILMN_3239700	HOTAIR
ILMN_1689336	HOXA10
ILMN_1770247	HOXA10
ILMN_1738132	HOXA11
ILMN_3249281	HOXA11-AS
ILMN_1731349	HOXA13
ILMN_1739582	HOXA9
ILMN_1697342	HOXC11
ILMN_2189675	HRCT1
ILMN_1692056	HS3ST3A1
ILMN_1691097	HSP90AA1
ILMN_2096116	HSP90B1
ILMN_1789074	HSPA1A
ILMN_1660436	HSPA1B
ILMN_1658383	HSPA6
ILMN_1674236	HSPB1
ILMN_1671046	HSPB2
ILMN_1712888	HSPH1
ILMN_1676563	HTRA1
ILMN_1709882	ICK
ILMN_1664861	ID1
ILMN_2086095	ID2
ILMN_1793990	ID2
ILMN_1732296	ID3
ILMN_3239965	IDO1
ILMN_1656310	IDO1
ILMN_1755620	IER5L
ILMN_2348268	IFFO1
ILMN_2058782	IFI27
ILMN_1745374	IFI35
ILMN_1760062	IFI44
ILMN_1723912	IFI44L
ILMN_1835092	IFI44L
ILMN_2347798	IFI6
ILMN_1781373	IFIH1
ILMN_1707695	IFIT1
ILMN_1699331	IFIT1
ILMN_1739428	IFIT2
ILMN_1701789	IFIT3
ILMN_2239754	IFIT3
ILMN_1664543	IFIT3
ILMN_1801246	IFITM1
ILMN_1655504	IFT81
ILMN_1702447	IGF2BP2
ILMN_2396875	IGFBP3
ILMN_1701402	IKBIP
ILMN_1788107	IL11
ILMN_2334296	IL18BP
ILMN_1699651	IL6
ILMN_1849013	IL6ST
ILMN_2184373	IL8
ILMN_1666733	IL8
ILMN_2364376	ILK
ILMN_2358980	ILK
ILMN_2094061	IMPA2
ILMN_1673704	INA
ILMN_2393450	INF2
ILMN_1811767	INHBE
ILMN_2198878	INPP4B
ILMN_1756086	INTS3
ILMN_2166384	IPO5
ILMN_2394561	IRF2BP2
ILMN_1804396	IRF2BPL
ILMN_2349061	IRF7
ILMN_1798181	IRF7
ILMN_1745471	IRF9
ILMN_1759232	IRS1
ILMN_2083469	IRS2
ILMN_1811468	IRX3
ILMN_2140559	IRX5
ILMN_1757736	IRX5
ILMN_2054019	ISG15
ILMN_1659913	ISG20
ILMN_1764861	ISOC1
ILMN_1701244	ITFG2
ILMN_2406084	ITGA11
ILMN_1651343	ITGA11
ILMN_1685397	ITGA3
ILMN_1792679	ITGA5
ILMN_2169439	ITGAV
ILMN_2311166	ITGB5
ILMN_1815500	ITPR3
ILMN_1718769	ITSN1
ILMN_1717877	IVNS1ABP
ILMN_1682727	JAZF1
ILMN_1764970	JMJD1C
ILMN_1676247	JPH2
ILMN_1717519	JPH2
ILMN_1773427	KANK1
ILMN_1716089	KANK2
ILMN_3241554	KANK4
ILMN_1776936	KANK4
ILMN_3187852	KANSL3
ILMN_1722533	KATNAL1
ILMN_1684755	KAZALD1
ILMN_1784630	KBTBD11
ILMN_1716272	KBTBD8
ILMN_1673769	KCNG1
ILMN_2071641	KCNK1
ILMN_1718863	KCNK1
ILMN_1765990	KCNK2
ILMN_2376953	KCNK2
ILMN_2297765	KCNMA1
ILMN_3248707	KCNQ1OT1
ILMN_1719064	KCTD10
ILMN_1786326	KCTD15
ILMN_1755727	KDM5B
ILMN_2076640	KHDRBS1
ILMN_1701512	KIAA0391
ILMN_1813704	KIAA1199
ILMN_1653836	KIAA1549L
ILMN_1681249	KIF21A
ILMN_2055330	KIF26B
ILMN_1797277	KIF3C
ILMN_2212999	KIF5C
ILMN_1790160	KIT
ILMN_2341595	KITLG
ILMN_1808508	KITLG
ILMN_1654653	KLC1
ILMN_1714444	KLF12
ILMN_1778523	KLF9
ILMN_1741204	KLHDC2
ILMN_1705390	KLHL22
ILMN_1678671	KLHL24
ILMN_1706687	KLHL5
ILMN_2342437	KLHL5
ILMN_1732516	KNTC1
ILMN_2041222	KRT18P55
ILMN_1730777	KRT19
ILMN_2163723	KRT7
ILMN_1707652	KRTAP1-5
ILMN_1660635	LACTB2
ILMN_2140059	LAMA4
ILMN_1795442	LAMA4
ILMN_2214790	LAMB1
ILMN_1658709	LAMB1
ILMN_1810852	LAMC1
ILMN_1683792	LAP3
ILMN_1752810	LARP6
ILMN_1757317	LARS
ILMN_1665909	LASP1
ILMN_1716397	LAYN
ILMN_2315979	LBH
ILMN_2244009	LBH
ILMN_1800697	LDB2
ILMN_2053415	LDLR
ILMN_1664294	LEPRE1
ILMN_1655663	LEPREL4
ILMN_1663080	LFNG
ILMN_1803788	LGALS3
ILMN_2412214	LGALS9
ILMN_2139761	LIMCH1
ILMN_1760493	LIMS2
ILMN_2052135	LINC00312
ILMN_1708098	LIX1L
ILMN_1754969	LMCD1
ILMN_1737394	LMNA
ILMN_1696749	LMNA
ILMN_1703487	LMO4
ILMN_1770479	LMO7
ILMN_1680948	LMOD1
ILMN_1904135	LOC100132352
ILMN_1758798	LOC728734
ILMN_3305735	LOC730101
ILMN_1695880	LOX
ILMN_1701441	LPAR1
ILMN_1651254	LPP
ILMN_1678998	LRRC14
ILMN_1763941	LRRC49
ILMN_1838313	LRRC8B
ILMN_2048591	LRRN3
ILMN_3248591	LTBP2
ILMN_1701361	LURAP1L
ILMN_1723962	LXN
ILMN_1764362	LYAR
ILMN_2221564	LYAR
ILMN_1776724	LYPD6
ILMN_2142117	LYPLAL1
ILMN_1805161	LZTR1
ILMN_1703980	MAB21L1
ILMN_2301624	MACF1
ILMN_3235312	MAFG-AS1
ILMN_2063168	MALL
ILMN_1730986	MALT1
ILMN_1679391	MAMDC2
ILMN_1680856	MAMLD1
ILMN_1701558	MAP1A
ILMN_2377900	MAP1B
ILMN_1680154	MAP1B
ILMN_1796336	MAP1S
ILMN_1777906	MAP7D1
ILMN_1797786	MAPK12
ILMN_1807042	MARCKS
ILMN_1809537	MASP1
ILMN_1801996	MASP1
ILMN_2240866	MASP1
ILMN_1815107	MATR3
ILMN_1700967	MB21D2
ILMN_1807304	MBNL1
ILMN_2313158	MBNL1
ILMN_2364272	MBNL2
ILMN_1658015	MBNL2
ILMN_1751816	MCTS1
ILMN_1803367	MECOM
ILMN_1777526	MED20
ILMN_2061435	MEG3
ILMN_3241441	MEGF6
ILMN_1705685	MEIS1
ILMN_1695945	MEIS2
ILMN_1785795	METAP1
ILMN_1723846	METTL21B
ILMN_1733415	MFAP5
ILMN_1756071	MFGE8
ILMN_1793025	MGARP
ILMN_1686750	MGEA5
ILMN_1807972	MICAL1
ILMN_1785141	MICAL2
ILMN_2165473	MID1IP1
ILMN_1746408	MIDN
ILMN_3244176	MIR100HG
ILMN_1874689	MIR181A2HG
ILMN_3311030	MIR185
ILMN_3310840	MIR21
ILMN_3310326	MIR221
ILMN_2390310	MIR22HG
ILMN_3309404	MIR503
ILMN_2347068	MKNK2
ILMN_1654060	MKNK2
ILMN_1681780	MKX
ILMN_1667825	MLKL
ILMN_2399310	MLLT10
ILMN_1795342	MLPH
ILMN_1678170	MME
ILMN_1914927	MMP16
ILMN_2174394	MMS19
ILMN_3237324	MMS19
ILMN_2111237	MN1
ILMN_1732197	MN1
ILMN_1792910	MNT
ILMN_1798288	MOB3C
ILMN_1687501	MOXD1
ILMN_1774547	MPRIP
ILMN_1732089	MRI1
ILMN_2410965	MRI1
ILMN_1741404	MSC
ILMN_1657977	MSRB2
ILMN_1707337	MSTO1
ILMN_2173611	MT1E
ILMN_1662640	MT1P3
ILMN_1772521	MTHFD1L
ILMN_1764764	MUM1
ILMN_1662358	MX1
ILMN_2231928	MX2
ILMN_1756541	MXD4
ILMN_1803213	MXRA5
ILMN_1680618	MYC
ILMN_2110908	MYC
ILMN_1738523	MYD88
ILMN_1815154	MYH10
ILMN_2087702	MYH9
ILMN_1722872	MYH9
ILMN_2364768	MYLK
ILMN_1691476	MYLK
ILMN_2093027	MYO1B
ILMN_1797585	MYO1B
ILMN_1672547	MYO9B
ILMN_1810289	MYOF
ILMN_1749838	MZF1
ILMN_2315569	N6AMT1
ILMN_1785852	NABP1
ILMN_1882590	NACC2
ILMN_1653871	NAMPT
ILMN_1753111	NAMPT
ILMN_1699208	NAP1L1
ILMN_1705876	NAP1L1
ILMN_2346460	NARG2
ILMN_1784113	NAT14
ILMN_1703374	NAV1
ILMN_2399300	NAV2
ILMN_1705346	NBEA
ILMN_2115490	NBPF9
ILMN_1788538	NCALD
ILMN_1676336	NCEH1
ILMN_1736623	NCKIPSD
ILMN_2340052	NCOR2
ILMN_1791119	NDUFA10
ILMN_1703140	NEDD4
ILMN_1869897	NEK7
ILMN_1738147	NES
ILMN_1758311	NET1
ILMN_1763144	NEU1
ILMN_1783276	NEXN
ILMN_1790909	NFE2L2
ILMN_1758049	NFIA
ILMN_1848552	NFIB
ILMN_1778991	NFIB
ILMN_1675130	NFIC
ILMN_1707312	NFIL3
ILMN_1694325	NFIX
ILMN_1716608	NGF
ILMN_1807211	NICN1
ILMN_1698706	NID2
ILMN_1805916	NIPSNAP1
ILMN_1735827	NISCH
ILMN_1721621	NKTR
ILMN_1667162	NKX3-1
ILMN_1742089	NLN
ILMN_1739541	NMI
ILMN_1656378	NMT2
ILMN_2062620	NMT2
ILMN_1715508	NNMT
ILMN_2405297	NOTCH2
ILMN_1724194	NPEPL1
ILMN_2208802	NPIP
ILMN_1769556	NPR3
ILMN_1665033	NPR3
ILMN_2369580	NPRL3
ILMN_1685608	NPTX2
ILMN_1720282	NQO1
ILMN_1786197	NR2F1
ILMN_2094360	NR2F2
ILMN_1745785	NR2F2
ILMN_1672080	NR2F6
ILMN_2389347	NR3C1
