PROBE_ID	Symbol
ILMN_1763461	ALDH7A1
ILMN_1736700	ALDOA
ILMN_1741148	ALDOA
ILMN_1747716	ALDOB
ILMN_1755974	ALDOC
ILMN_2120982	ALG11
ILMN_2131293	ALG1L
ILMN_1771411	ALG6
ILMN_1732809	ALG9
ILMN_1657283	ALKBH5
ILMN_2078697	ALPK1
ILMN_1811238	ALPK2
ILMN_1693789	ALPP
ILMN_1729325	ALX3
ILMN_1723116	AMFR
ILMN_1779374	AMMECR1
ILMN_1792409	AMOT
ILMN_1685834	AMPH
ILMN_1665331	AMT
ILMN_2294762	AMY1A
ILMN_1726327	AMY1B
ILMN_1663313	AMY1C
ILMN_1738955	ANAPC16
ILMN_1760727	ANG
ILMN_1696974	ANG
ILMN_1736340	ANGEL2
ILMN_1677723	ANGPT1
ILMN_2086890	ANGPT1
ILMN_1772612	ANGPTL2
ILMN_1707727	ANGPTL4
ILMN_1794470	ANKFY1
ILMN_2091590	ANKLE1
ILMN_1716264	ANKRD1
ILMN_2108709	ANKRD11
ILMN_1661833	ANKRD12
ILMN_1689908	ANKRD13A
ILMN_2232520	ANKRD28
ILMN_2075643	ANKRD29
ILMN_1749338	ANKRD29
ILMN_1710979	ANKRD39
ILMN_1712298	ANKRD46
ILMN_2178587	ANKRD6
ILMN_2048607	ANKRD9
ILMN_2091310	ANO1
ILMN_1767111	ANO10
ILMN_1674941	ANO6
ILMN_1709124	ANO8
ILMN_1684293	ANP32B
ILMN_1763837	ANPEP
ILMN_1670379	ANTXR1
ILMN_1811877	ANTXR1
ILMN_1780894	ANTXR1
ILMN_2387995	ANTXR1
ILMN_1812926	ANTXR2
ILMN_2184184	ANXA1
ILMN_2409167	ANXA2
ILMN_1755937	ANXA2
ILMN_1711899	ANXA2
ILMN_1698100	ANXA2P1
ILMN_2041101	ANXA2P1
ILMN_1798372	ANXA2P3
ILMN_1694548	ANXA3
ILMN_1711408	ANXA4
ILMN_1741003	ANXA5
ILMN_1678612	ANXA6
ILMN_2326591	ANXA6
ILMN_1703791	ANXA7
ILMN_1754738	AP1M1
ILMN_2120273	AP1S2
ILMN_2402798	AP2M1
ILMN_1699598	AP2M1
ILMN_1809957	AP2S1
ILMN_1662426	AP2S1
ILMN_1768867	AP3B1
ILMN_2390114	AP3D1
ILMN_1764945	AP3D1
ILMN_1676946	AP3M2
ILMN_2311761	AP3S1
ILMN_1754531	AP4E1
ILMN_1779512	AP4M1
ILMN_1785644	AP5S1
ILMN_1801710	APBB1IP
ILMN_1740772	APBB3
ILMN_2320513	APBB3
ILMN_1656951	APCDD1
ILMN_1689431	APCDD1L
ILMN_1767816	APH1B
ILMN_1815051	API5
ILMN_1763834	APLP1
ILMN_2396198	APLP1
ILMN_1674394	APMAP
ILMN_1729533	APOA1BP
ILMN_2412172	APOBEC3F
ILMN_1780170	APOD
ILMN_1740938	APOE
ILMN_1723522	APOLD1
ILMN_1777483	APOOL
ILMN_2404063	APP
ILMN_2404065	APP
ILMN_1653283	APP
ILMN_2149766	APPBP2
ILMN_1765076	APPL2
ILMN_2317348	APTX
ILMN_1767351	AR
ILMN_1658883	ARAF
ILMN_1699703	ARCN1
ILMN_2330948	ARF1
ILMN_1802203	ARF1
ILMN_1719518	ARF4
ILMN_1723884	ARF4
ILMN_1675709	ARFGAP1
ILMN_2406873	ARFGAP1
ILMN_1769250	ARFGAP2
ILMN_1731287	ARFGAP3
ILMN_1732060	ARHGAP1
ILMN_1718610	ARHGAP17
ILMN_1791186	ARHGAP18
ILMN_1688953	ARHGAP19
ILMN_1811592	ARHGAP21
ILMN_1676361	ARHGAP22
ILMN_1801833	ARHGAP24
ILMN_1796772	ARHGAP28
ILMN_2290204	ARHGAP28
ILMN_2408851	ARHGAP30
ILMN_3245564	ARHGAP44
ILMN_2065022	ARHGAP44
ILMN_1663916	ARHGAP9
ILMN_2382657	ARHGAP9
ILMN_1734742	ARHGDIA
ILMN_1678143	ARHGDIB
ILMN_2049274	ARHGDIG
ILMN_2132809	ARHGEF10
ILMN_1810712	ARHGEF12
ILMN_1669928	ARHGEF16
ILMN_1754562	ARHGEF17
ILMN_1703477	ARHGEF2
ILMN_1781010	ARHGEF3
ILMN_1708093	ARHGEF5
ILMN_1803423	ARHGEF6
ILMN_2269564	ARID4B
ILMN_1721626	ARID5B
ILMN_1813091	ARL1
ILMN_1767642	ARL14EP
ILMN_1755391	ARL2BP
ILMN_2332558	ARL5A
ILMN_1680465	ARL5B
ILMN_1708416	ARL6IP1
ILMN_1776395	ARMC4
ILMN_1755732	ARMC9
ILMN_1785170	ARMCX2
ILMN_1716026	ARMCX6
ILMN_2347314	ARNT
ILMN_1759915	ARPC1A
ILMN_2085760	ARPC1B
ILMN_1792489	ARPC2
ILMN_1707336	ARPC4
ILMN_2393763	ARPC4
ILMN_1768394	ARPC5
ILMN_2395711	ARRB2
ILMN_1655612	ARRDC2
ILMN_1684873	ARSD
ILMN_1679318	ARSJ
ILMN_1800935	ARV1
ILMN_1771732	AS3MT
ILMN_1690963	ASAP1
ILMN_3245057	ASAP1
ILMN_2233366	ASAP1
ILMN_1699606	ASB3
ILMN_2126055	ASB5
ILMN_1711269	ASB5
ILMN_1745772	ASCC3
ILMN_2294751	ASCC3
ILMN_1723412	ASCL2
ILMN_1695414	ASF1B
ILMN_1769013	ASGR1
ILMN_1796417	ASNS
ILMN_2398107	ASNS
ILMN_1693771	ASPH
ILMN_2352934	ASPH
ILMN_2167426	ASPHD2
ILMN_1660749	ASPSCR1
ILMN_1810199	ASRGL1
ILMN_2395451	ASS1
ILMN_1708778	ASS1
ILMN_2169983	ATAD1
ILMN_2048700	ATAD2
ILMN_2374865	ATF3
ILMN_1672128	ATF4
ILMN_2358457	ATF4
ILMN_1748968	ATG10
ILMN_2188204	ATG12
ILMN_1678808	ATG14
ILMN_1700923	ATG4C
ILMN_1718265	ATG5
ILMN_1716384	ATL2
ILMN_2370825	ATM
ILMN_1779214	ATM
ILMN_1737833	ATN1
ILMN_1654065	ATOH8
ILMN_3307935	ATP10A
ILMN_2389810	ATP11C
ILMN_1804137	ATP11C
ILMN_1689098	ATP1A3
ILMN_2407824	ATP1B1
ILMN_1658071	ATP1B1
ILMN_1747271	ATP1B2
ILMN_1654322	ATP1B3
ILMN_1687375	ATP2A2
ILMN_1655884	ATP2A2
ILMN_1815666	ATP2A2
ILMN_2401933	ATP2B1
ILMN_2367753	ATP2B4
ILMN_1680579	ATP2B4
ILMN_1664772	ATP2B4
ILMN_1696568	ATP2C1
ILMN_1712430	ATP5G1
ILMN_1676393	ATP5G1
ILMN_1772506	ATP5I
ILMN_1677440	ATP6AP2
ILMN_1721391	ATP6V0B
ILMN_2353642	ATP6V0B
ILMN_1785095	ATP6V0E2
ILMN_1798485	ATP6V1E1
ILMN_2339779	ATP6V1E1
ILMN_2099783	ATP6V1F
ILMN_1654541	ATP6V1G2
ILMN_2403730	ATP6V1H
ILMN_1722056	ATP7B
ILMN_1782057	ATP8B2
ILMN_2089073	ATP9A
ILMN_2395055	ATPAF1
ILMN_1727332	ATPIF1
ILMN_1800951	ATXN1
ILMN_2153332	ATXN1
ILMN_1705900	ATXN10
ILMN_2169676	ATXN10
ILMN_1743829	ATXN2
ILMN_1826531	ATXN7L3B
ILMN_3237507	ATXN7L3B
ILMN_2231911	AUH
ILMN_1680955	AURKA
ILMN_2357438	AURKA
ILMN_1671731	AVPI1
ILMN_1724480	AXIN2
ILMN_1701877	AXL
ILMN_2364521	AXL
ILMN_1656682	AZIN1
ILMN_2327994	AZIN1
ILMN_1725427	B2M
ILMN_2148459	B2M
ILMN_1739749	B3GALT6
ILMN_2371440	B3GAT1
ILMN_1761093	B3GAT1
ILMN_2210581	B3GAT3
ILMN_1715384	B3GNT1
ILMN_1805725	B4GALNT1
ILMN_1766221	B4GALT1
ILMN_1753755	B4GALT2
ILMN_1692267	B4GALT3
ILMN_1661500	B4GALT4
ILMN_1663541	B4GALT7
ILMN_1781281	B9D1
ILMN_3239284	B9D1
ILMN_1687751	BAALC
ILMN_1707717	BAALC
ILMN_2396813	BABAM1
ILMN_2320349	BACE1
ILMN_1797804	BACE1
ILMN_1669323	BACE2
ILMN_3244893	BAG2
ILMN_1703593	BAIAP2L1
ILMN_1691410	BAMBI
ILMN_1749243	BANF1
ILMN_1772312	BARX1
ILMN_1763207	BATF3
ILMN_1800590	BBS1
ILMN_1672596	BCAR1
ILMN_1763638	BCAR3
ILMN_2148452	BCAS2
ILMN_1766169	BCAT1
ILMN_1786433	BCCIP
ILMN_1811188	BCCIP
ILMN_2255133	BCL11A
ILMN_1752899	BCL11A
ILMN_2246956	BCL2
ILMN_1752953	BCL2L12
ILMN_2396982	BCL2L12
ILMN_1731193	BCL2L12
ILMN_1746561	BCL2L2
ILMN_1710514	BCL3
ILMN_1737314	BCL6
ILMN_2371147	BCL7C
ILMN_1743966	BCL9L
ILMN_1775192	BCLAF1
ILMN_2357272	BCLAF1
ILMN_1767015	BCORL1
ILMN_1738529	BCS1L
ILMN_1799280	BDH1
ILMN_1734611	BDKRB1
ILMN_1684086	BDKRB2
ILMN_1751276	BDNF
ILMN_1761910	BDNF
ILMN_1744822	BECN1
ILMN_1668924	BEGAIN
ILMN_2375032	BEND3
ILMN_1706969	BEND6
ILMN_3238319	BEND6
ILMN_2234697	BEX1
ILMN_2181892	BEX2
ILMN_2351638	BEX4
ILMN_1806473	BEX5
ILMN_2206746	BGN
ILMN_1770505	BIK
ILMN_2182704	BIRC2
ILMN_1768194	BIRC2
ILMN_2405684	BIRC3
ILMN_1801605	BIRC6
ILMN_2214098	BIVM
ILMN_1805826	BIVM
ILMN_1675612	BLCAP
ILMN_1679782	BLOC1S2
ILMN_1776352	BLOC1S5
ILMN_1733666	BLOC1S6
ILMN_1797793	BLVRB
ILMN_2106658	BLZF1
ILMN_1695354	BMF
ILMN_1800412	BMP1
ILMN_1758542	BMP1
ILMN_1722718	BMP2
ILMN_1740900	BMP4
ILMN_1709734	BMP4
ILMN_1747650	BMP6
ILMN_1741566	BMP7
ILMN_3307916	BMPER
ILMN_2070896	BMPR2
ILMN_1789095	BMPR2
ILMN_1656373	BNC2
ILMN_1770803	BNIP2
ILMN_1724658	BNIP3
ILMN_2045419	BNIP3L
ILMN_1718961	BNIP3L
ILMN_1730032	BOK
ILMN_1782633	BOLA2
ILMN_1659343	BOLA2
ILMN_2343010	BOLA3
ILMN_1715583	BOP1
ILMN_2352921	BPGM
ILMN_1657746	BPHL
ILMN_1758918	BRD2
ILMN_1696420	BRD7
ILMN_2147920	BRD7P3
ILMN_1797693	BRI3BP
ILMN_1800619	BRI3BP
ILMN_1719165	BRMS1
ILMN_2185845	BRSK1
ILMN_1770161	BST1
ILMN_1723480	BST2
ILMN_1676842	BTAF1
ILMN_2411264	BTBD1
ILMN_1705066	BTBD11
ILMN_3238274	BTBD2
ILMN_1687743	BTBD7
ILMN_1659762	BTF3
ILMN_2319414	BTF3
ILMN_1770085	BTG2
ILMN_2154836	BTG3
ILMN_1707339	BTG3
ILMN_2202948	BUB1
ILMN_1676548	BZW2
ILMN_1839719	C10orf12
ILMN_1662470	C10orf35
ILMN_2205963	C10orf54
ILMN_1808163	C11orf24
ILMN_1652602	C11orf35
ILMN_1739345	C11orf48
ILMN_3249949	C11orf58
ILMN_1757847	C11orf68
ILMN_1659017	C11orf74
ILMN_1798270	C11orf75
ILMN_1790637	C11orf80
ILMN_1790100	C11orf82
ILMN_1777765	C12orf10
ILMN_1804611	C12orf23
ILMN_1792671	C12orf29
ILMN_1812191	C12orf57
ILMN_2234709	C12orf60
ILMN_2234710	C12orf60
ILMN_1716382	C12orf75
ILMN_1713744	C14orf132
ILMN_1807031	C14orf28
ILMN_1686082	C14orf79
ILMN_1653553	C14orf80
ILMN_1724897	C14orf93
ILMN_2189406	C15orf38
ILMN_1660585	C15orf40
ILMN_1747217	C15orf41
ILMN_1805410	C15orf48
ILMN_1654696	C15orf48
ILMN_1775330	C15orf52
ILMN_1812249	C15orf54
ILMN_1774990	C16orf13
ILMN_1717324	C16orf52
ILMN_1685289	C16orf58
ILMN_1729450	C16orf62
ILMN_1773407	C16orf72
ILMN_1690911	C16orf87
ILMN_1783712	C16orf88
ILMN_1763688	C17orf49
ILMN_1711823	C17orf70
ILMN_1719224	C17orf76-AS1
ILMN_1762071	C17orf80
ILMN_2221076	C17orf85
ILMN_3247139	C17orf96
ILMN_1707137	C17orf97
ILMN_2169089	C18orf54
ILMN_1796074	C18orf56
ILMN_1719097	C18orf8
ILMN_2383484	C19orf48
ILMN_3268564	C19orf60
ILMN_3188110	C19orf60
ILMN_1750400	C19orf66
ILMN_1765684	C19orf70
ILMN_1713952	C1orf106
ILMN_2077886	C1orf109
ILMN_1727540	C1orf112
ILMN_1674817	C1orf115
ILMN_1754894	C1orf162
ILMN_1657683	C1orf198
ILMN_1790202	C1orf35
ILMN_1793543	C1orf51
ILMN_1702231	C1orf54
ILMN_1760556	C1orf63
ILMN_1749915	C1orf63
ILMN_1786470	C1orf74
ILMN_1716957	C1QL1
ILMN_1808117	C1QL4
ILMN_2195462	C1QTNF4
ILMN_1744487	C1QTNF5
ILMN_1729288	C1QTNF6
ILMN_1677198	C1R
ILMN_1764109	C1R
ILMN_1733288	C1RL
ILMN_1781626	C1S
ILMN_1677603	C1S
ILMN_2049727	C20orf111
ILMN_1793002	C20orf196
ILMN_2283388	C20orf24
ILMN_1728403	C21orf119
ILMN_1758806	C21orf2
ILMN_1737588	C21orf33
ILMN_2386205	C21orf33
ILMN_1682812	C21orf33
ILMN_3307877	C21orf58
ILMN_1759595	C22orf29
ILMN_1682572	C2CD5
ILMN_1661594	C2orf42
ILMN_1701131	C2orf49
ILMN_3236377	C2orf69
ILMN_1787526	C2orf88
ILMN_2224486	C3orf14
ILMN_1694470	C3orf72
ILMN_1698677	C4orf27
ILMN_2051684	C4orf3
ILMN_1812701	C4orf33
ILMN_3239531	C4orf48
ILMN_1695917	C5orf15
ILMN_1694798	C5orf28
ILMN_1677292	C5orf30
ILMN_1662184	C5orf34
ILMN_2198575	C5orf34
ILMN_2232494	C5orf42
ILMN_1718866	C5orf46
ILMN_2391765	C6orf48
ILMN_1766446	C6orf48
ILMN_1653797	C6orf62
ILMN_1665117	C6orf89
ILMN_1763011	C7orf10
ILMN_1672605	C7orf41
ILMN_1740903	C7orf49
ILMN_1718336	C7orf50
ILMN_2226691	C7orf61
ILMN_2091084	C8orf37
ILMN_1656369	C8orf4
ILMN_1677385	C8orf40
ILMN_2135709	C8orf47
ILMN_1764320	C8orf58
ILMN_1742074	C8orf76
ILMN_1693862	C8orf82
ILMN_1674629	C9orf3
ILMN_1711799	C9orf40
ILMN_1717248	C9orf66
ILMN_3244065	C9orf69
ILMN_1697166	C9orf78
ILMN_1743219	CA11
ILMN_1720998	CA12
ILMN_2382942	CA12
ILMN_1662795	CA2
ILMN_2199439	CA2
ILMN_1672807	CA5B
ILMN_1696615	CA8
ILMN_1755222	CAAP1
ILMN_1765858	CAB39
ILMN_1814044	CABIN1
ILMN_2412139	CABYR
ILMN_1666775	CACNA1C
ILMN_1726574	CACYBP
ILMN_1680132	CADM1
ILMN_1812096	CADM4
ILMN_1665547	CADPS
ILMN_1748840	CALB2
ILMN_2383807	CALB2
ILMN_2109371	CALCB
ILMN_1730487	CALD1
ILMN_2324002	CALD1
ILMN_1717990	CALD1
ILMN_1766200	CALHM2
ILMN_1778242	CALM1
ILMN_1666385	CALM3
ILMN_1727194	CALU
ILMN_1795561	CAMK1D
ILMN_2376194	CAMK2B
ILMN_1683415	CAMK2D
ILMN_2319544	CAMK2D
ILMN_1809695	CAMK2G
ILMN_2359601	CAMK2G
ILMN_1794863	CAMK2N1
ILMN_1743021	CAMKK2
ILMN_1738099	CAMKMT
ILMN_1792660	CAMSAP2
ILMN_1661940	CAMTA1
ILMN_1744647	CAND1
ILMN_2073592	CAND2
ILMN_1762825	CANX
ILMN_2401057	CANX
ILMN_1797604	CAP1
ILMN_1691237	CAP2
ILMN_1716057	CAPN2
ILMN_1737089	CAPN5
ILMN_1655418	CAPNS1
ILMN_2393254	CAPNS1
ILMN_1782897	CAPRIN1
ILMN_1754145	CAPRIN1
ILMN_2345739	CAPRIN2
ILMN_3307742	CAPS2
ILMN_1803742	CAPZA1
ILMN_1768870	CAPZA2
ILMN_1798980	CAPZB
ILMN_2053921	CAPZB
ILMN_1712532	CARD9
ILMN_1680134	CARM1
ILMN_2367469	CARS
ILMN_1696066	CARS
ILMN_1765222	CARS2
ILMN_1665004	CASC3
ILMN_2326509	CASP1
ILMN_2326512	CASP1
ILMN_2388155	CASP3
ILMN_1678454	CASP4
ILMN_1783627	CAST
ILMN_2322806	CAST
ILMN_1672947	CAST
ILMN_1655191	CASZ1
ILMN_2151739	CAT
ILMN_1651705	CAT
ILMN_2149226	CAV1
ILMN_1687583	CAV1
ILMN_1658835	CAV2
ILMN_2360730	CAV2
ILMN_1735220	CAV2
ILMN_1766408	CBFB
ILMN_1685580	CBLB
ILMN_1796069	CBLN2
ILMN_2053829	CBLN3
ILMN_1652237	CBR3
ILMN_1813400	CBR4
ILMN_1804735	CBS
ILMN_1770678	CBX2
ILMN_1774086	CBX3
ILMN_1657361	CBX7
ILMN_1775183	CBX8
ILMN_2406586	CC2D2A
ILMN_1684789	CCDC101
ILMN_1682567	CCDC106
ILMN_1801766	CCDC109B
ILMN_1761101	CCDC112
ILMN_1730347	CCDC115
ILMN_1725071	CCDC12
ILMN_3244319	CCDC125
ILMN_1751264	CCDC126
ILMN_1677239	CCDC14
ILMN_3246065	CCDC151
ILMN_1651987	CCDC167
ILMN_1806456	CCDC176
ILMN_2147345	CCDC176
ILMN_1718771	CCDC24
ILMN_2099586	CCDC28B
ILMN_1778478	CCDC28B
ILMN_2288784	CCDC34
ILMN_1657547	CCDC34
ILMN_1745904	CCDC6
ILMN_1657680	CCDC69
ILMN_1696029	CCDC71L
ILMN_2101375	CCDC77
ILMN_1760314	CCDC8
ILMN_1803338	CCDC80
ILMN_1715662	CCDC80
ILMN_1794534	CCDC81
ILMN_1669982	CCDC85A
ILMN_1657332	CCDC85B
ILMN_1731107	CCDC92
ILMN_1801600	CCDC97
ILMN_1660963	CCIN
ILMN_1712943	CCK
ILMN_1720048	CCL2
ILMN_2105573	CCL3L3
ILMN_2098126	CCL5
ILMN_1784352	CCM2
ILMN_2157099	CCNA1
ILMN_1712803	CCNB1
ILMN_1801939	CCNB2
ILMN_2409395	CCNC
ILMN_1688480	CCND1
ILMN_2067656	CCND2
ILMN_1667081	CCND2
ILMN_2374425	CCNE1
ILMN_2384785	CCNE1
ILMN_3237926	CCNJL
ILMN_1763745	CCNJL
ILMN_1689123	CCNK
ILMN_1676631	CCNO
ILMN_2261784	CCNY
ILMN_1773992	CCRL1
ILMN_1689378	CCRN4L
ILMN_1699610	CCT6B
ILMN_1662954	CCT7
ILMN_1717868	CCT8
ILMN_2396444	CD14
ILMN_2326713	CD151
ILMN_1661589	CD151
ILMN_1794740	CD151
ILMN_1783852	CD164
ILMN_1654210	CD1C
ILMN_2060413	CD24
ILMN_1805519	CD24
ILMN_1726589	CD248
ILMN_2365307	CD276
ILMN_3237319	CD27-AS1
ILMN_1796244	CD2BP2
ILMN_1716797	CD302
ILMN_1803429	CD44
ILMN_2348788	CD44
ILMN_1778625	CD44
ILMN_1800540	CD55
ILMN_1724789	CD59
ILMN_2333687	CD59
ILMN_1714861	CD68
ILMN_1689953	CD81
ILMN_2328666	CD83
ILMN_1780582	CD83
ILMN_1695423	CD9
ILMN_1673363	CD97
ILMN_2388142	CD99L2
ILMN_1700681	CD99L2
ILMN_2401906	CDAN1
ILMN_2256765	CDC16
ILMN_2339796	CDC16
ILMN_1711005	CDC25A
ILMN_1725260	CDC25C
ILMN_2407619	CDC25C
ILMN_1738424	CDC42
ILMN_1781472	CDC42BPA
ILMN_1689989	CDC42BPB
ILMN_1764927	CDC42EP1
ILMN_1652777	CDC42EP2
ILMN_1736327	CDC42EP3
ILMN_1670238	CDC45
ILMN_1741801	CDC7
ILMN_1660654	CDCA2
ILMN_1683450	CDCA5
ILMN_1709294	CDCA8
ILMN_1672611	CDH11
ILMN_1766925	CDH13
ILMN_1779228	CDH2
ILMN_1766675	CDH6
ILMN_1747911	CDK1
ILMN_1710428	CDK1
ILMN_1741459	CDK10
ILMN_3306950	CDK10
ILMN_2356068	CDK13
ILMN_2171295	CDK14
ILMN_1784110	CDK18
ILMN_3245559	CDK2AP1
ILMN_1690653	CDK2AP2
ILMN_1781987	CDK5
ILMN_1730928	CDK5R1
ILMN_2062271	CDK5R1
ILMN_1802615	CDK6
ILMN_1856533	CDKL2
ILMN_1784602	CDKN1A
ILMN_1718565	CDKN1C
ILMN_1748883	CDKN2D
ILMN_1666305	CDKN3
ILMN_2234187	CDO1
ILMN_1753931	CDO1
ILMN_2128770	CDR2L
ILMN_1801476	CDS1
ILMN_1810977	CDV3
ILMN_1715715	CEBPA
ILMN_1693014	CEBPB
ILMN_1782050	CEBPD
ILMN_1751851	CECR1
ILMN_1654690	CECR5
ILMN_2382083	CELF1
ILMN_1686516	CELF1
ILMN_1711208	CELSR2
ILMN_1801257	CENPA
ILMN_2392472	CENPA
ILMN_1664028	CENPB
ILMN_1716279	CENPE
ILMN_2225718	CENPE
ILMN_1664516	CENPF
ILMN_1693221	CENPH
ILMN_1737195	CENPK
ILMN_2368718	CENPM
